Branch	Model	Train_AUC	Test_AUC	Test_AUC_Reversed	Test_AUC_Direction_Flag	Selected_Biomarker_Count	Selected_Biomarkers
run_model_1.0	kknn	0.78936170212766	0.7578125	0.2421875	OK	15	Clinical_Age; Clinical_BMI; Clinical_Drinking; Clinical_ECOG; Clinical_LMR; Clinical_M_category; Clinical_NLR; Clinical_N_category; Clinical_PIV; Clinical_PLR; Clinical_SII; Clinical_SIRI; Clinical_Sex; Clinical_Smoking; Clinical_T_category
run_model_1.0	rpart	0.807446808510638	0.734375	0.265625	OK	15	Clinical_Age; Clinical_BMI; Clinical_Drinking; Clinical_ECOG; Clinical_LMR; Clinical_M_category; Clinical_NLR; Clinical_N_category; Clinical_PIV; Clinical_PLR; Clinical_SII; Clinical_SIRI; Clinical_Sex; Clinical_Smoking; Clinical_T_category
run_model_1.0	adaboost	1	0.484375	0.515625	AUC_BELOW_0.5_REVERSED_RANKING_ON_THIS_SPLIT	15	Clinical_Age; Clinical_BMI; Clinical_Drinking; Clinical_ECOG; Clinical_LMR; Clinical_M_category; Clinical_NLR; Clinical_N_category; Clinical_PIV; Clinical_PLR; Clinical_SII; Clinical_SIRI; Clinical_Sex; Clinical_Smoking; Clinical_T_category
run_model_1.0	nnet	1	0.65625	0.34375	OK	15	Clinical_Age; Clinical_BMI; Clinical_Drinking; Clinical_ECOG; Clinical_LMR; Clinical_M_category; Clinical_NLR; Clinical_N_category; Clinical_PIV; Clinical_PLR; Clinical_SII; Clinical_SIRI; Clinical_Sex; Clinical_Smoking; Clinical_T_category
run_model_1.1	glmnet	1	0.671875	0.328125	OK	12	Clinical_Age; Clinical_BMI; Genus_Blautia; Genus_Desulfovibrio; Genus_Escherichia_Shigella; Genus_Mediterraneibacter; Genus_Paludicola; Genus_Peptococcus; Genus_Ruminococcaceae_Incertae_Sedis; Genus_Ruminococcus_gauvreauii_group; Genus_Ruthenibacterium; Genus_Sutterella
run_model_1.1	xgboost	0.997872340425532	0.703125	0.296875	OK	12	Clinical_Age; Clinical_BMI; Genus_Blautia; Genus_Desulfovibrio; Genus_Escherichia_Shigella; Genus_Mediterraneibacter; Genus_Paludicola; Genus_Peptococcus; Genus_Ruminococcaceae_Incertae_Sedis; Genus_Ruminococcus_gauvreauii_group; Genus_Ruthenibacterium; Genus_Sutterella
run_model_1.1	rf	1	0.703125	0.296875	OK	12	Clinical_Age; Clinical_BMI; Genus_Blautia; Genus_Desulfovibrio; Genus_Escherichia_Shigella; Genus_Mediterraneibacter; Genus_Paludicola; Genus_Peptococcus; Genus_Ruminococcaceae_Incertae_Sedis; Genus_Ruminococcus_gauvreauii_group; Genus_Ruthenibacterium; Genus_Sutterella
run_model_1.1	svm	0.968085106382979	0.640625	0.359375	OK	12	Clinical_Age; Clinical_BMI; Genus_Blautia; Genus_Desulfovibrio; Genus_Escherichia_Shigella; Genus_Mediterraneibacter; Genus_Paludicola; Genus_Peptococcus; Genus_Ruminococcaceae_Incertae_Sedis; Genus_Ruminococcus_gauvreauii_group; Genus_Ruthenibacterium; Genus_Sutterella
run_model_1.1	naive_bayes	0.912765957446808	0.703125	0.296875	OK	12	Clinical_Age; Clinical_BMI; Genus_Blautia; Genus_Desulfovibrio; Genus_Escherichia_Shigella; Genus_Mediterraneibacter; Genus_Paludicola; Genus_Peptococcus; Genus_Ruminococcaceae_Incertae_Sedis; Genus_Ruminococcus_gauvreauii_group; Genus_Ruthenibacterium; Genus_Sutterella
run_model_1.1	kknn	0.909574468085106	0.671875	0.328125	OK	12	Clinical_Age; Clinical_BMI; Genus_Blautia; Genus_Desulfovibrio; Genus_Escherichia_Shigella; Genus_Mediterraneibacter; Genus_Paludicola; Genus_Peptococcus; Genus_Ruminococcaceae_Incertae_Sedis; Genus_Ruminococcus_gauvreauii_group; Genus_Ruthenibacterium; Genus_Sutterella
run_model_1.1	rpart	1	0.5625	0.4375	OK	12	Clinical_Age; Clinical_BMI; Genus_Blautia; Genus_Desulfovibrio; Genus_Escherichia_Shigella; Genus_Mediterraneibacter; Genus_Paludicola; Genus_Peptococcus; Genus_Ruminococcaceae_Incertae_Sedis; Genus_Ruminococcus_gauvreauii_group; Genus_Ruthenibacterium; Genus_Sutterella
run_model_1.1	adaboost	1	0.640625	0.359375	OK	12	Clinical_Age; Clinical_BMI; Genus_Blautia; Genus_Desulfovibrio; Genus_Escherichia_Shigella; Genus_Mediterraneibacter; Genus_Paludicola; Genus_Peptococcus; Genus_Ruminococcaceae_Incertae_Sedis; Genus_Ruminococcus_gauvreauii_group; Genus_Ruthenibacterium; Genus_Sutterella
run_model_1.1	nnet	1	0.625	0.375	OK	12	Clinical_Age; Clinical_BMI; Genus_Blautia; Genus_Desulfovibrio; Genus_Escherichia_Shigella; Genus_Mediterraneibacter; Genus_Paludicola; Genus_Peptococcus; Genus_Ruminococcaceae_Incertae_Sedis; Genus_Ruminococcus_gauvreauii_group; Genus_Ruthenibacterium; Genus_Sutterella
run_model_1.2	glmnet	1	0.828125	0.171875	OK	12	3-Dehydrocarnitine; 5-Hydroxyxanthotoxin; Apiin; Benzeneethanamine, a-methyl-; Ginkgolide C; IDP; L-Oleandrosyl-oleandolide; linolenate(18_3); PC(16_1(9Z)_22_2(13Z,16Z)); PC(18_1(9Z)_20_2(11Z,14Z)); Phloretin; Tetradecanedioic acid
run_model_1.2	xgboost	1	0.640625	0.359375	OK	12	3-Dehydrocarnitine; 5-Hydroxyxanthotoxin; Apiin; Benzeneethanamine, a-methyl-; Ginkgolide C; IDP; L-Oleandrosyl-oleandolide; linolenate(18_3); PC(16_1(9Z)_22_2(13Z,16Z)); PC(18_1(9Z)_20_2(11Z,14Z)); Phloretin; Tetradecanedioic acid
run_model_1.2	rf	1	0.671875	0.328125	OK	12	3-Dehydrocarnitine; 5-Hydroxyxanthotoxin; Apiin; Benzeneethanamine, a-methyl-; Ginkgolide C; IDP; L-Oleandrosyl-oleandolide; linolenate(18_3); PC(16_1(9Z)_22_2(13Z,16Z)); PC(18_1(9Z)_20_2(11Z,14Z)); Phloretin; Tetradecanedioic acid
run_model_1.2	svm	0.993617021276596	0.84375	0.15625	OK	12	3-Dehydrocarnitine; 5-Hydroxyxanthotoxin; Apiin; Benzeneethanamine, a-methyl-; Ginkgolide C; IDP; L-Oleandrosyl-oleandolide; linolenate(18_3); PC(16_1(9Z)_22_2(13Z,16Z)); PC(18_1(9Z)_20_2(11Z,14Z)); Phloretin; Tetradecanedioic acid
run_model_1.2	naive_bayes	0.993617021276596	0.828125	0.171875	OK	12	3-Dehydrocarnitine; 5-Hydroxyxanthotoxin; Apiin; Benzeneethanamine, a-methyl-; Ginkgolide C; IDP; L-Oleandrosyl-oleandolide; linolenate(18_3); PC(16_1(9Z)_22_2(13Z,16Z)); PC(18_1(9Z)_20_2(11Z,14Z)); Phloretin; Tetradecanedioic acid
run_model_1.2	kknn	1	0.7421875	0.2578125	OK	12	3-Dehydrocarnitine; 5-Hydroxyxanthotoxin; Apiin; Benzeneethanamine, a-methyl-; Ginkgolide C; IDP; L-Oleandrosyl-oleandolide; linolenate(18_3); PC(16_1(9Z)_22_2(13Z,16Z)); PC(18_1(9Z)_20_2(11Z,14Z)); Phloretin; Tetradecanedioic acid
run_model_1.2	rpart	0.927659574468085	0.609375	0.390625	OK	12	3-Dehydrocarnitine; 5-Hydroxyxanthotoxin; Apiin; Benzeneethanamine, a-methyl-; Ginkgolide C; IDP; L-Oleandrosyl-oleandolide; linolenate(18_3); PC(16_1(9Z)_22_2(13Z,16Z)); PC(18_1(9Z)_20_2(11Z,14Z)); Phloretin; Tetradecanedioic acid
run_model_1.2	adaboost	1	0.515625	0.484375	OK	12	3-Dehydrocarnitine; 5-Hydroxyxanthotoxin; Apiin; Benzeneethanamine, a-methyl-; Ginkgolide C; IDP; L-Oleandrosyl-oleandolide; linolenate(18_3); PC(16_1(9Z)_22_2(13Z,16Z)); PC(18_1(9Z)_20_2(11Z,14Z)); Phloretin; Tetradecanedioic acid
run_model_1.2	nnet	0.997872340425532	0.9375	0.0625	OK	12	3-Dehydrocarnitine; 5-Hydroxyxanthotoxin; Apiin; Benzeneethanamine, a-methyl-; Ginkgolide C; IDP; L-Oleandrosyl-oleandolide; linolenate(18_3); PC(16_1(9Z)_22_2(13Z,16Z)); PC(18_1(9Z)_20_2(11Z,14Z)); Phloretin; Tetradecanedioic acid
run_model_1.3	glmnet	1	0.75	0.25	OK	17	1,2-Dihydroxyfluorene; 11,20-Dihydroxysugiol; 3-Hydroxy-5-methyl-L-tyrosine; 5-Hydroxyxanthotoxin; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one; Capsiamide; Dodecanedioic acid; FA 18_2;O; Galactosylsphingosine; Isopropyl alcohol; L-Norleucine; linolenate(18_3); Pentadecanal; Phenylacetylglycine; Phloretin; Piperitenone; (S,E)-Lyratol propanoate
run_model_1.3	xgboost	1	0.65625	0.34375	OK	17	1,2-Dihydroxyfluorene; 11,20-Dihydroxysugiol; 3-Hydroxy-5-methyl-L-tyrosine; 5-Hydroxyxanthotoxin; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one; Capsiamide; Dodecanedioic acid; FA 18_2;O; Galactosylsphingosine; Isopropyl alcohol; L-Norleucine; linolenate(18_3); Pentadecanal; Phenylacetylglycine; Phloretin; Piperitenone; (S,E)-Lyratol propanoate
run_model_1.3	rf	1	0.703125	0.296875	OK	17	1,2-Dihydroxyfluorene; 11,20-Dihydroxysugiol; 3-Hydroxy-5-methyl-L-tyrosine; 5-Hydroxyxanthotoxin; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one; Capsiamide; Dodecanedioic acid; FA 18_2;O; Galactosylsphingosine; Isopropyl alcohol; L-Norleucine; linolenate(18_3); Pentadecanal; Phenylacetylglycine; Phloretin; Piperitenone; (S,E)-Lyratol propanoate
run_model_1.3	svm	1	0.609375	0.390625	OK	17	1,2-Dihydroxyfluorene; 11,20-Dihydroxysugiol; 3-Hydroxy-5-methyl-L-tyrosine; 5-Hydroxyxanthotoxin; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one; Capsiamide; Dodecanedioic acid; FA 18_2;O; Galactosylsphingosine; Isopropyl alcohol; L-Norleucine; linolenate(18_3); Pentadecanal; Phenylacetylglycine; Phloretin; Piperitenone; (S,E)-Lyratol propanoate
run_model_1.3	naive_bayes	0.993617021276596	0.609375	0.390625	OK	17	1,2-Dihydroxyfluorene; 11,20-Dihydroxysugiol; 3-Hydroxy-5-methyl-L-tyrosine; 5-Hydroxyxanthotoxin; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one; Capsiamide; Dodecanedioic acid; FA 18_2;O; Galactosylsphingosine; Isopropyl alcohol; L-Norleucine; linolenate(18_3); Pentadecanal; Phenylacetylglycine; Phloretin; Piperitenone; (S,E)-Lyratol propanoate
run_model_1.3	kknn	1	0.515625	0.484375	OK	17	1,2-Dihydroxyfluorene; 11,20-Dihydroxysugiol; 3-Hydroxy-5-methyl-L-tyrosine; 5-Hydroxyxanthotoxin; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one; Capsiamide; Dodecanedioic acid; FA 18_2;O; Galactosylsphingosine; Isopropyl alcohol; L-Norleucine; linolenate(18_3); Pentadecanal; Phenylacetylglycine; Phloretin; Piperitenone; (S,E)-Lyratol propanoate
run_model_1.3	rpart	1	0.6875	0.3125	OK	17	1,2-Dihydroxyfluorene; 11,20-Dihydroxysugiol; 3-Hydroxy-5-methyl-L-tyrosine; 5-Hydroxyxanthotoxin; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one; Capsiamide; Dodecanedioic acid; FA 18_2;O; Galactosylsphingosine; Isopropyl alcohol; L-Norleucine; linolenate(18_3); Pentadecanal; Phenylacetylglycine; Phloretin; Piperitenone; (S,E)-Lyratol propanoate
run_model_1.3	adaboost	1	0.671875	0.328125	OK	17	1,2-Dihydroxyfluorene; 11,20-Dihydroxysugiol; 3-Hydroxy-5-methyl-L-tyrosine; 5-Hydroxyxanthotoxin; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one; Capsiamide; Dodecanedioic acid; FA 18_2;O; Galactosylsphingosine; Isopropyl alcohol; L-Norleucine; linolenate(18_3); Pentadecanal; Phenylacetylglycine; Phloretin; Piperitenone; (S,E)-Lyratol propanoate
run_model_1.3	nnet	0.83936170212766	0.484375	0.515625	AUC_BELOW_0.5_REVERSED_RANKING_ON_THIS_SPLIT	17	1,2-Dihydroxyfluorene; 11,20-Dihydroxysugiol; 3-Hydroxy-5-methyl-L-tyrosine; 5-Hydroxyxanthotoxin; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one; Capsiamide; Dodecanedioic acid; FA 18_2;O; Galactosylsphingosine; Isopropyl alcohol; L-Norleucine; linolenate(18_3); Pentadecanal; Phenylacetylglycine; Phloretin; Piperitenone; (S,E)-Lyratol propanoate
run_model_1.4	glmnet	0.948936170212766	0.78125	0.21875	OK	10	Clinical_Age; GenusDelta_Akkermansia; GenusDelta_Butyricicoccaceae_UCG_009; GenusDelta_Colidextribacter; GenusDelta_Coprococcus; GenusDelta_Intestinimonas; GenusDelta_Marvinbryantia; GenusDelta_Oscillibacter; GenusDelta_Pseudomonas; GenusDelta_Streptococcus
run_model_1.4	xgboost	0.5	0.5	NA	SINGLE_CLASS_OR_CONSTANT_PROB	10	Clinical_Age; GenusDelta_Akkermansia; GenusDelta_Butyricicoccaceae_UCG_009; GenusDelta_Colidextribacter; GenusDelta_Coprococcus; GenusDelta_Intestinimonas; GenusDelta_Marvinbryantia; GenusDelta_Oscillibacter; GenusDelta_Pseudomonas; GenusDelta_Streptococcus
run_model_1.4	rf	1	0.671875	0.328125	OK	10	Clinical_Age; GenusDelta_Akkermansia; GenusDelta_Butyricicoccaceae_UCG_009; GenusDelta_Colidextribacter; GenusDelta_Coprococcus; GenusDelta_Intestinimonas; GenusDelta_Marvinbryantia; GenusDelta_Oscillibacter; GenusDelta_Pseudomonas; GenusDelta_Streptococcus
run_model_1.4	svm	0.980851063829787	0.734375	0.265625	OK	10	Clinical_Age; GenusDelta_Akkermansia; GenusDelta_Butyricicoccaceae_UCG_009; GenusDelta_Colidextribacter; GenusDelta_Coprococcus; GenusDelta_Intestinimonas; GenusDelta_Marvinbryantia; GenusDelta_Oscillibacter; GenusDelta_Pseudomonas; GenusDelta_Streptococcus
run_model_1.4	naive_bayes	0.976595744680851	0.75	0.25	OK	10	Clinical_Age; GenusDelta_Akkermansia; GenusDelta_Butyricicoccaceae_UCG_009; GenusDelta_Colidextribacter; GenusDelta_Coprococcus; GenusDelta_Intestinimonas; GenusDelta_Marvinbryantia; GenusDelta_Oscillibacter; GenusDelta_Pseudomonas; GenusDelta_Streptococcus
run_model_1.4	kknn	1	0.71875	0.28125	OK	10	Clinical_Age; GenusDelta_Akkermansia; GenusDelta_Butyricicoccaceae_UCG_009; GenusDelta_Colidextribacter; GenusDelta_Coprococcus; GenusDelta_Intestinimonas; GenusDelta_Marvinbryantia; GenusDelta_Oscillibacter; GenusDelta_Pseudomonas; GenusDelta_Streptococcus
run_model_1.4	rpart	0.914893617021277	0.453125	0.546875	AUC_BELOW_0.5_REVERSED_RANKING_ON_THIS_SPLIT	10	Clinical_Age; GenusDelta_Akkermansia; GenusDelta_Butyricicoccaceae_UCG_009; GenusDelta_Colidextribacter; GenusDelta_Coprococcus; GenusDelta_Intestinimonas; GenusDelta_Marvinbryantia; GenusDelta_Oscillibacter; GenusDelta_Pseudomonas; GenusDelta_Streptococcus
run_model_1.4	adaboost	1	0.78125	0.21875	OK	10	Clinical_Age; GenusDelta_Akkermansia; GenusDelta_Butyricicoccaceae_UCG_009; GenusDelta_Colidextribacter; GenusDelta_Coprococcus; GenusDelta_Intestinimonas; GenusDelta_Marvinbryantia; GenusDelta_Oscillibacter; GenusDelta_Pseudomonas; GenusDelta_Streptococcus
run_model_1.4	nnet	1	0.65625	0.34375	OK	10	Clinical_Age; GenusDelta_Akkermansia; GenusDelta_Butyricicoccaceae_UCG_009; GenusDelta_Colidextribacter; GenusDelta_Coprococcus; GenusDelta_Intestinimonas; GenusDelta_Marvinbryantia; GenusDelta_Oscillibacter; GenusDelta_Pseudomonas; GenusDelta_Streptococcus
run_model_1.5	glmnet	0.995744680851064	0.875	0.125	OK	13	20-Hydroxyeicosatetraenoic acid delta; (+)-4,11-Eudesmadien-3-one delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; 7,8-diaminopelargonate delta; Dodecanedioic acid delta; Frangulanine delta; Hyodeoxycholic acid delta; IDP delta; N,N-Didesmethyltramadol delta; N-Phenethylacetamide delta; PC(24_1(15Z)_15_0) delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.5	xgboost	1	0.671875	0.328125	OK	13	20-Hydroxyeicosatetraenoic acid delta; (+)-4,11-Eudesmadien-3-one delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; 7,8-diaminopelargonate delta; Dodecanedioic acid delta; Frangulanine delta; Hyodeoxycholic acid delta; IDP delta; N,N-Didesmethyltramadol delta; N-Phenethylacetamide delta; PC(24_1(15Z)_15_0) delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.5	rf	1	0.75	0.25	OK	13	20-Hydroxyeicosatetraenoic acid delta; (+)-4,11-Eudesmadien-3-one delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; 7,8-diaminopelargonate delta; Dodecanedioic acid delta; Frangulanine delta; Hyodeoxycholic acid delta; IDP delta; N,N-Didesmethyltramadol delta; N-Phenethylacetamide delta; PC(24_1(15Z)_15_0) delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.5	svm	0.976595744680851	0.828125	0.171875	OK	13	20-Hydroxyeicosatetraenoic acid delta; (+)-4,11-Eudesmadien-3-one delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; 7,8-diaminopelargonate delta; Dodecanedioic acid delta; Frangulanine delta; Hyodeoxycholic acid delta; IDP delta; N,N-Didesmethyltramadol delta; N-Phenethylacetamide delta; PC(24_1(15Z)_15_0) delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.5	naive_bayes	1	0.6875	0.3125	OK	13	20-Hydroxyeicosatetraenoic acid delta; (+)-4,11-Eudesmadien-3-one delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; 7,8-diaminopelargonate delta; Dodecanedioic acid delta; Frangulanine delta; Hyodeoxycholic acid delta; IDP delta; N,N-Didesmethyltramadol delta; N-Phenethylacetamide delta; PC(24_1(15Z)_15_0) delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.5	kknn	1	0.90625	0.09375	OK	13	20-Hydroxyeicosatetraenoic acid delta; (+)-4,11-Eudesmadien-3-one delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; 7,8-diaminopelargonate delta; Dodecanedioic acid delta; Frangulanine delta; Hyodeoxycholic acid delta; IDP delta; N,N-Didesmethyltramadol delta; N-Phenethylacetamide delta; PC(24_1(15Z)_15_0) delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.5	rpart	1	0.59375	0.40625	OK	13	20-Hydroxyeicosatetraenoic acid delta; (+)-4,11-Eudesmadien-3-one delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; 7,8-diaminopelargonate delta; Dodecanedioic acid delta; Frangulanine delta; Hyodeoxycholic acid delta; IDP delta; N,N-Didesmethyltramadol delta; N-Phenethylacetamide delta; PC(24_1(15Z)_15_0) delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.5	adaboost	1	0.75	0.25	OK	13	20-Hydroxyeicosatetraenoic acid delta; (+)-4,11-Eudesmadien-3-one delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; 7,8-diaminopelargonate delta; Dodecanedioic acid delta; Frangulanine delta; Hyodeoxycholic acid delta; IDP delta; N,N-Didesmethyltramadol delta; N-Phenethylacetamide delta; PC(24_1(15Z)_15_0) delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.5	nnet	1	0.9296875	0.0703125	OK	13	20-Hydroxyeicosatetraenoic acid delta; (+)-4,11-Eudesmadien-3-one delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; 7,8-diaminopelargonate delta; Dodecanedioic acid delta; Frangulanine delta; Hyodeoxycholic acid delta; IDP delta; N,N-Didesmethyltramadol delta; N-Phenethylacetamide delta; PC(24_1(15Z)_15_0) delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.6	glmnet	1	0.8125	0.1875	OK	14	1,24,25-trihydroxyvitamin D3 delta; 1,3,6,8-Naphthalenetetrol delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; Abienol delta; alpha-Hydroxyisobutyric acid delta; Avocadienofuran delta; Capsiamide delta; dTDP-3-methyl-4-oxo-alpha-D-ribopyranose delta; EDDA delta; FA 18_1 delta; Frangulanine delta; IDP delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.6	xgboost	1	0.75	0.25	OK	14	1,24,25-trihydroxyvitamin D3 delta; 1,3,6,8-Naphthalenetetrol delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; Abienol delta; alpha-Hydroxyisobutyric acid delta; Avocadienofuran delta; Capsiamide delta; dTDP-3-methyl-4-oxo-alpha-D-ribopyranose delta; EDDA delta; FA 18_1 delta; Frangulanine delta; IDP delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.6	rf	1	0.71875	0.28125	OK	14	1,24,25-trihydroxyvitamin D3 delta; 1,3,6,8-Naphthalenetetrol delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; Abienol delta; alpha-Hydroxyisobutyric acid delta; Avocadienofuran delta; Capsiamide delta; dTDP-3-methyl-4-oxo-alpha-D-ribopyranose delta; EDDA delta; FA 18_1 delta; Frangulanine delta; IDP delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.6	svm	0.974468085106383	0.71875	0.28125	OK	14	1,24,25-trihydroxyvitamin D3 delta; 1,3,6,8-Naphthalenetetrol delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; Abienol delta; alpha-Hydroxyisobutyric acid delta; Avocadienofuran delta; Capsiamide delta; dTDP-3-methyl-4-oxo-alpha-D-ribopyranose delta; EDDA delta; FA 18_1 delta; Frangulanine delta; IDP delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.6	naive_bayes	0.997872340425532	0.78125	0.21875	OK	14	1,24,25-trihydroxyvitamin D3 delta; 1,3,6,8-Naphthalenetetrol delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; Abienol delta; alpha-Hydroxyisobutyric acid delta; Avocadienofuran delta; Capsiamide delta; dTDP-3-methyl-4-oxo-alpha-D-ribopyranose delta; EDDA delta; FA 18_1 delta; Frangulanine delta; IDP delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.6	kknn	0.997872340425532	0.7109375	0.2890625	OK	14	1,24,25-trihydroxyvitamin D3 delta; 1,3,6,8-Naphthalenetetrol delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; Abienol delta; alpha-Hydroxyisobutyric acid delta; Avocadienofuran delta; Capsiamide delta; dTDP-3-methyl-4-oxo-alpha-D-ribopyranose delta; EDDA delta; FA 18_1 delta; Frangulanine delta; IDP delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.6	rpart	0.997872340425532	0.40625	0.59375	AUC_BELOW_0.5_REVERSED_RANKING_ON_THIS_SPLIT	14	1,24,25-trihydroxyvitamin D3 delta; 1,3,6,8-Naphthalenetetrol delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; Abienol delta; alpha-Hydroxyisobutyric acid delta; Avocadienofuran delta; Capsiamide delta; dTDP-3-methyl-4-oxo-alpha-D-ribopyranose delta; EDDA delta; FA 18_1 delta; Frangulanine delta; IDP delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.6	adaboost	1	0.71875	0.28125	OK	14	1,24,25-trihydroxyvitamin D3 delta; 1,3,6,8-Naphthalenetetrol delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; Abienol delta; alpha-Hydroxyisobutyric acid delta; Avocadienofuran delta; Capsiamide delta; dTDP-3-methyl-4-oxo-alpha-D-ribopyranose delta; EDDA delta; FA 18_1 delta; Frangulanine delta; IDP delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
run_model_1.6	nnet	1	0.84375	0.15625	OK	14	1,24,25-trihydroxyvitamin D3 delta; 1,3,6,8-Naphthalenetetrol delta; 5,10-Methenyl-tetrahydrofolate delta; 5-Isopropyl-2-(2-methylpropyl)-2-cyclohexen-1-one delta; Abienol delta; alpha-Hydroxyisobutyric acid delta; Avocadienofuran delta; Capsiamide delta; dTDP-3-methyl-4-oxo-alpha-D-ribopyranose delta; EDDA delta; FA 18_1 delta; Frangulanine delta; IDP delta; S-(2-Methylpropionyl)-dihydrolipoamide-E delta
